EDGEitems;EDGE_buildings;iea_product;iea_flows;REMINDitems_in;REMINDitems_out;REMINDitems_tech;Weight;Comment;weight_convertEDGE;weight_Fedemand
feindsolid;;ANTCOAL;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;ANTCOAL;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;ANTCOAL;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;1
feindsolid;;ANTCOAL;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;ANTCOAL;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;ANTCOAL;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;ANTCOAL;NONMET;sesofos;feso_cement;tdso_cement;1;;;1
feindsolid;;ANTCOAL;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;ANTCOAL;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;ANTCOAL;TBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;ANTCOAL;TCOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;ANTCOAL;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;ANTCOAL;TGASWKS;sesofos;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;ANTCOAL;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;ANTCOAL;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BITCOAL;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;BITCOAL;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BITCOAL;EBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;BITCOAL;ECOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;BITCOAL;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BITCOAL;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BITCOAL;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;1
feindsolid;;BITCOAL;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BITCOAL;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BITCOAL;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BITCOAL;NONMET;sesofos;feso_cement;tdso_cement;1;;;1
feindsolid;;BITCOAL;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BITCOAL;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BITCOAL;TBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;BITCOAL;TCOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;BITCOAL;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BITCOAL;TGASWKS;sesofos;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;BITCOAL;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BITCOAL;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BKB;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;BKB;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BKB;EBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;BKB;ECOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;BKB;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BKB;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BKB;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;1
feindsolid;;BKB;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BKB;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BKB;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BKB;NONMET;sesofos;feso_cement;tdso_cement;1;;;1
feindsolid;;BKB;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BKB;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BKB;TBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;BKB;TCOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;BKB;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BKB;TGASWKS;sesofos;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;BKB;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BKB;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BLFURGS;TBLASTFUR;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;BROWN;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;BROWN;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BROWN;EBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;BROWN;ECOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;BROWN;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BROWN;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BROWN;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;1
feindsolid;;BROWN;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BROWN;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BROWN;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BROWN;NONMET;sesofos;feso_cement;tdso_cement;1;;;1
feindsolid;;BROWN;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BROWN;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BROWN;TBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;BROWN;TCOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;BROWN;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BROWN;TGASWKS;sesofos;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;BROWN;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;BROWN;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;CHARCOAL;CHEMICAL;sesobio;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;CHARCOAL;CONSTRUC;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;CHARCOAL;EBLASTFUR;sesobio;feso_steel;tdso_steel;-1;;;1
feindsolid;;CHARCOAL;ECOKEOVS;sesobio;feso_steel;tdso_steel;0;;;1
feindsolid;;CHARCOAL;FOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;CHARCOAL;INONSPEC;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;CHARCOAL;IRONSTL;sesobio;feso_steel;tdso_steel;1;;;1
feindsolid;;CHARCOAL;MACHINE;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;CHARCOAL;MINING;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;CHARCOAL;NONFERR;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;CHARCOAL;NONMET;sesobio;feso_cement;tdso_cement;1;;;1
feindsolid;;CHARCOAL;PAPERPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;CHARCOAL;RAIL;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;CHARCOAL;TBLASTFUR;sesobio;feso_steel;tdso_steel;-1;;;1
feindsolid;;CHARCOAL;TCOKEOVS;sesobio;feso_steel;tdso_steel;0;;;1
feindsolid;;CHARCOAL;TEXTILES;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;CHARCOAL;TGASWKS;sesobio;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;CHARCOAL;TRANSEQ;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;CHARCOAL;WOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;COKCOAL;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;COKCOAL;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;COKCOAL;EBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;COKCOAL;ECOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;COKCOAL;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;COKCOAL;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;COKCOAL;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;1
feindsolid;;COKCOAL;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;COKCOAL;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;COKCOAL;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;COKCOAL;NONMET;sesofos;feso_cement;tdso_cement;1;;;1
feindsolid;;COKCOAL;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;COKCOAL;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;COKCOAL;TBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;COKCOAL;TCOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;COKCOAL;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;COKCOAL;TGASWKS;sesofos;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;COKCOAL;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;COKCOAL;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;GASCOKE;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;GASCOKE;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;GASCOKE;EBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;GASCOKE;ECOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;GASCOKE;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;GASCOKE;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;GASCOKE;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;1
feindsolid;;GASCOKE;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;GASCOKE;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;GASCOKE;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;GASCOKE;NONMET;sesofos;feso_cement;tdso_cement;1;;;1
feindsolid;;GASCOKE;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;GASCOKE;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;GASCOKE;TBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;GASCOKE;TCOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;GASCOKE;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;GASCOKE;TGASWKS;sesofos;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;GASCOKE;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;GASCOKE;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;GASWKSGS;AUTOCHP;sesofos;feso_otherInd;tdso_otherInd;0;We withraw the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids;;1
feindsolid;;GASWKSGS;AUTOELEC;sesofos;feso_otherInd;tdso_otherInd;0;We withraw the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids;;1
feindsolid;;GASWKSGS;AUTOHEAT;sesofos;feso_otherInd;tdso_otherInd;0;We withraw the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids;;1
feindsolid;;GASWKSGS;MAINCHP;sesofos;feso_otherInd;tdso_otherInd;0;We withraw the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids;;1
feindsolid;;GASWKSGS;MAINELEC;sesofos;feso_otherInd;tdso_otherInd;0;We withraw the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids;;1
feindsolid;;GASWKSGS;MAINHEAT;sesofos;feso_otherInd;tdso_otherInd;0;We withraw the solids used in TBLASTFUR TGASWKS TCOKEOVS and producing gas which is used in the production of electricity The coefficient converts gas in solids;;1
feindsolid;;HARDCOAL;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;HARDCOAL;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;HARDCOAL;EBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;HARDCOAL;ECOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;HARDCOAL;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;HARDCOAL;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;HARDCOAL;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;1
feindsolid;;HARDCOAL;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;HARDCOAL;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;HARDCOAL;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;HARDCOAL;NONMET;sesofos;feso_cement;tdso_cement;1;;;1
feindsolid;;HARDCOAL;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;HARDCOAL;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;HARDCOAL;TBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;HARDCOAL;TCOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;HARDCOAL;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;HARDCOAL;TGASWKS;sesofos;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;HARDCOAL;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;HARDCOAL;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;INDWASTE;CHEMICAL;sesobio;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;INDWASTE;CONSTRUC;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;INDWASTE;EBLASTFUR;sesobio;feso_steel;tdso_steel;-1;;;1
feindsolid;;INDWASTE;ECOKEOVS;sesobio;feso_steel;tdso_steel;0;;;1
feindsolid;;INDWASTE;FOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;INDWASTE;INONSPEC;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;INDWASTE;IRONSTL;sesobio;feso_steel;tdso_steel;1;;;1
feindsolid;;INDWASTE;MACHINE;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;INDWASTE;MINING;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;INDWASTE;NONFERR;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;INDWASTE;NONMET;sesobio;feso_cement;tdso_cement;1;;;1
feindsolid;;INDWASTE;PAPERPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;INDWASTE;RAIL;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;INDWASTE;TBLASTFUR;sesobio;feso_steel;tdso_steel;-1;;;1
feindsolid;;INDWASTE;TCOKEOVS;sesobio;feso_steel;tdso_steel;0;;;1
feindsolid;;INDWASTE;TEXTILES;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;INDWASTE;TGASWKS;sesobio;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;INDWASTE;TRANSEQ;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;INDWASTE;WOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;LIGNITE;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;LIGNITE;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;LIGNITE;EBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;LIGNITE;ECOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;LIGNITE;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;LIGNITE;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;LIGNITE;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;1
feindsolid;;LIGNITE;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;LIGNITE;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;LIGNITE;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;LIGNITE;NONMET;sesofos;feso_cement;tdso_cement;1;;;1
feindsolid;;LIGNITE;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;LIGNITE;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;LIGNITE;TBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;LIGNITE;TCOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;LIGNITE;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;LIGNITE;TGASWKS;sesofos;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;LIGNITE;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;LIGNITE;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTEN;CHEMICAL;sesobio;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;MUNWASTEN;CONSTRUC;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTEN;EBLASTFUR;sesobio;feso_steel;tdso_steel;-1;;;1
feindsolid;;MUNWASTEN;ECOKEOVS;sesobio;feso_steel;tdso_steel;0;;;1
feindsolid;;MUNWASTEN;FOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTEN;INONSPEC;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTEN;IRONSTL;sesobio;feso_steel;tdso_steel;1;;;1
feindsolid;;MUNWASTEN;MACHINE;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTEN;MINING;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTEN;NONFERR;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTEN;NONMET;sesobio;feso_cement;tdso_cement;1;;;1
feindsolid;;MUNWASTEN;PAPERPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTEN;RAIL;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTEN;TBLASTFUR;sesobio;feso_steel;tdso_steel;-1;;;1
feindsolid;;MUNWASTEN;TCOKEOVS;sesobio;feso_steel;tdso_steel;0;;;1
feindsolid;;MUNWASTEN;TEXTILES;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTEN;TGASWKS;sesobio;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;MUNWASTEN;TRANSEQ;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTEN;WOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTER;CHEMICAL;sesobio;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;MUNWASTER;CONSTRUC;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTER;EBLASTFUR;sesobio;feso_steel;tdso_steel;-1;;;1
feindsolid;;MUNWASTER;ECOKEOVS;sesobio;feso_steel;tdso_steel;0;;;1
feindsolid;;MUNWASTER;FOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTER;INONSPEC;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTER;IRONSTL;sesobio;feso_steel;tdso_steel;1;;;1
feindsolid;;MUNWASTER;MACHINE;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTER;MINING;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTER;NONFERR;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTER;NONMET;sesobio;feso_cement;tdso_cement;1;;;1
feindsolid;;MUNWASTER;PAPERPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTER;RAIL;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTER;TBLASTFUR;sesobio;feso_steel;tdso_steel;-1;;;1
feindsolid;;MUNWASTER;TCOKEOVS;sesobio;feso_steel;tdso_steel;0;;;1
feindsolid;;MUNWASTER;TEXTILES;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTER;TGASWKS;sesobio;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;MUNWASTER;TRANSEQ;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;MUNWASTER;WOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;OILSHALE;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;OILSHALE;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;OILSHALE;EBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;OILSHALE;ECOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;OILSHALE;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;OILSHALE;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;OILSHALE;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;1
feindsolid;;OILSHALE;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;OILSHALE;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;OILSHALE;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;OILSHALE;NONMET;sesofos;feso_cement;tdso_cement;1;;;1
feindsolid;;OILSHALE;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;OILSHALE;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;OILSHALE;TBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;OILSHALE;TCOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;OILSHALE;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;OILSHALE;TGASWKS;sesofos;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;OILSHALE;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;OILSHALE;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;OVENCOKE;RAIL;sesofos;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;OVENCOKE;TBLASTFUR;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;OVENCOKE;TGASWKS;sesofos;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;PATFUEL;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;PATFUEL;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PATFUEL;EBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;PATFUEL;ECOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;PATFUEL;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PATFUEL;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PATFUEL;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;1
feindsolid;;PATFUEL;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PATFUEL;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PATFUEL;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PATFUEL;NONMET;sesofos;feso_cement;tdso_cement;1;;;1
feindsolid;;PATFUEL;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PATFUEL;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PATFUEL;TBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;PATFUEL;TCOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;PATFUEL;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PATFUEL;TGASWKS;sesofos;feso_otherInd;tdso_otherInd;0;;;1
feindsolid;;PATFUEL;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PATFUEL;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PEAT;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;1
feindsolid;;PEAT;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PEAT;EBLASTFUR;sesofos;feso_steel;tdso_steel;-1;;;1
feindsolid;;PEAT;ECOKEOVS;sesofos;feso_steel;tdso_steel;0;;;1
feindsolid;;PEAT;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PEAT;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PEAT;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;1
feindsolid;;PEAT;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PEAT;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;1
feindsolid;;PEAT;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;1
